institution,name,rank,area,degree,degree_year,school,start,annotation,listing
East Central University,"Morchart, Thomas B.",Dean,,PHD,76,Geo St,9-01,,
East Central University,"Smith, Weldon",Asst,,MBA,72,Oklahoma,1980,,
East Tennessee State Univ,"Garceau, Linda R.",Dean,Atg,DBA,86,Boston U,2000,,
East Tennessee State Univ,"Alavi, Jafar",C-Pr,Econ,PHD,86,Tennessee,1985,,
East Tennessee State Univ,"Baryla, Edward A.",Assoc,&,PHD,95,Alabama,1995,,
East Tennessee State Univ,"Dennis, Steven A.",Assoc,PT,PHD,93,Kentucky,,Chair of Center for Banking,
East Tennessee State Univ,"Mason, W. Joe Jr.",Assoc,,PHD,87,S Carol,1984,,
East Tennessee State Univ,"Chu, Ting-heng",Asst,LN,PHD,0,Tx-Arlin,2001,,
East Tennessee State Univ,"Prather, Larry",Asst,MNUW,PHD,95,Old Dom,1999,,
Eastern Conn State Univ,"Kleine, Patricia A.",Dean,Ed,EDD,90,Maine,1998,,2000-2001
Eastern Conn State Univ,"Lowy, Ronald M.",C-Ac,Mgt,PHD,92,Kent St,1989,,2000-2001
Eastern Conn State Univ,"Russell, Gayle A.",Asst,KIDY,PHD,95,Conn,1992,,2000-2001
Eastern Conn State Univ,"Nou, Chiaku",,,,,,,,2000-2001
Eastern Illinois Univ,"Boorom, Michael L.",C-Ac,Mgt,PHD,94,S Fla,2001,,
Eastern Illinois Univ,"Born, Waldo L.",Assoc,&CFO,PHD,84,Tx-Austin,1988,,
Eastern Illinois Univ,"Jordan-Wagner, James",Assoc,NUVW,PHD,89,North Tx,1990,,
Eastern Illinois Univ,"Chiou, Img Yu",Asst,BGQU,PHD,99,NYU,2000,,
Eastern Illinois Univ,"Larson, Stephen J.",Asst,BCTV,PHD,98,Fla Atl,2000,,
Eastern Illinois Univ,"Whitaker, Richard B.",Asst,ABPD,PHD,95,Houston,1997,,
Eastern Kentucky University,"Rogow, Robert B.",Dean,Atg,PHD,76,Arkansas,1998,,
Eastern Kentucky University,"Frazier, Jessica J.",C-Ac,Atg,DBA,90,Kentucky,1986,,
Eastern Kentucky University,"Robinson, Richard M.",Prof,ZK,PHD,81,Oregon,1985,,
Eastern Kentucky University,"Robinson, Mary Ann",Assoc,KO,PHD,92,,Fla,,
Eastern Kentucky University,"Thompson, J. C.",Assoc,GPS,DBA,90,Kentucky,1991,,
Eastern Michigan University,"Potter, Earl H.",Dean,,PHD,78,U Wash,2000,,
Eastern Michigan University,"Kattelus, Susan C.",H-Pr,Atg,PHD,90,Mich St,1990,,
Eastern Michigan University,"Diallo, Alahassane",Prof,,PHD,85,Ohio St,1985,,
Eastern Michigan University,"Garg, Ramesh",Prof,,DBA,74,Kent St,1978,,
Eastern Michigan University,"Hanson, Robert C.",Prof,DGOF,PHD,87,Utah,1996,,
Eastern Michigan University,"Tessema, Asrat",Prof,,PHD,85,Iowa,1985,,
Eastern Michigan University,"Kiss, Robert",Assoc,,PHD,90,Kent St,1990,,
Eastern Michigan University,"Rahman, Mahmud",Assoc,,PHD,91,Tx-Arlin,1991,,
Eastern New Mexico Univ,"Huybregts, Gerry",Dean,Mgt,PHD,88,UCLA,1988,,
Eastern New Mexico Univ,"Brunsen, William H.",C-Pr,XP,PHD,76,Nebraska,8-87,,
Eastern New Mexico Univ,"Hemley, David",Asst,FGSL,PHD,72,Colo St,8-98,,
Eastern Washington Univ,"Martin, Dolores",Dean,Econ,PHD,76,Va Tech,2001,,
Eastern Washington Univ,"Christensen, Sandra L.",C-Ac,Mgt,PHD,89,U Wash,1990,,
Eastern Washington Univ,"Eagle, David M.",Assoc,AUV,PHD,86,Minnesota,1989,,
Eastern Washington Univ,"Grinder, Brian",Assoc,HG,PHD,92,Wash St,1992,,
Eastern Washington Univ,"Kiefer, Dean",Asst,ACJO,PHD,96,N Orleans,2001,,
Elizabethtown College,"Melvin, Sean P.",C-As,BLaw,JD,,Rutgers,,,
Elmhurst College,"Wilson, Gary S.",D-Pr,,PHD,95,Illinois,1993,,
Elmhurst College,"Wan, Siaw Peng",Asst,,PHD,93,Il-Chicago,2001,,
Elon University,"Burbridge, John J. Jr.",Dean,,PHD,70,Lehigh,1996,,2000-2001
Elon University,"Synn, Wonhi J.",Assoc,HNOY,PHD,89,SUNY-Buf,1989,,2000-2001
Elon University,"Currie, Helen",Asst,JLPV,PHD,0,Miss St,1999,,2000-2001
Embry-Riddle Aeronautical U,"Petree, Daniel L.",C-Pr,Mgt,PHD,93,Kansas,2001,,
Embry-Riddle Aeronautical U,"Chadbourne, Bruce D.",Prof,,EDD,85,Fla Atl,1973,,
Embry-Riddle Aeronautical U,"Wilson, Katherine A.",Assoc,,MBA,77,Stetson,1984,,
Embry-Riddle Aeronautical U,"Raghaven, Sigiler",Asst,XGU,PHD,95,Wash St,2001,,
Embry-Riddle Aeronautical U,"Zarb, Bert",Asst,,MBA,97,Cen Fla,1998,,
Emory University,"Robertson, Thomas S.",Dean,Mktg,PHD,66,Nrthwstrn,7-98,,
Emory University,"Rosenfeld, James D.",C-Ac,,PHD,81,NYU,1983,,
Emory University,"Benston, George J.",Prof,,PHD,63,Chicago,9-87,"John H. Harland Professor of Finance, Accounting, and Economics",
Emory University,"Mian, Shehzad L.",Assoc,,PHD,87,Rochester,1989,,
Emory University,"Rosensweig, Jeffrey A.",Assoc,,PHD,85,MIT,1988,,
Emory University,"Busse, Jeffery",Asst,,PHD,98,NYU,1998,,
Emory University,"Green, T. Clifton",Asst,,PHD,99,NYU,1999,,
Emory University,"Irvine, Paul J.",Asst,,PHD,96,Rochester,1995,,
Emory University,"Wahal, Sunil",Asst,ADNU,PHD,95,N Carol,8-97,,
Emory University,"Wessels, David",Asst,,PHD,0,UCLA,2000,,
Emporia State University,"Hashmi, Sajjad A.",Dean,,PHD,66,Penn,8-83,,
Emporia State University,"Blanco, R. Ivan",C-Pr,Mgt,PHD,87,Okla St,6-01,,
Emporia State University,"Pettengill, Glenn N.",Prof,Y,PHD,76,Arkansas,8-89,,
Emporia State University,"Chen, Yi-Kai",Asst,Y,PHD,1,Drexel,8-01,,
University of Evansville,"Reeder, David B.",Dean,Atg,DBA,80,Kentucky,1-68,,
University of Evansville,"Blalock, M. Gale",C-Ac,Econ,PHD,80,Okla St,1977,,
University of Evansville,"De, Soumendra N.",Assoc,DGV,DBA,88,S Illinois,1988,,
University of Evansville,"Khan, Walayet A.",Assoc,FJTV,PHD,90,Arkansas,1989,,
Fairfield Universiy,"Solomon, Norman A.",Dean,Mgt,PHD,80,Wisconsin,2001,,
Fairfield Universiy,"Koutmos, Gregory D.",C-Pr,JKLN,PHD,90,CUNY,1993,,
Fairfield Universiy,"Bhalla, Bharat B.",Prof,UV,PHD,66,Cornell,1987,,
Fairfield Universiy,"Conine, Thomas E. Jr.",Prof,JOED,PHD,79,NYU,1980,,
Fairfield Universiy,"Tucker, Michael T.",Prof,NJPK,DBA,88,Boston U,1988,,
Fairfield Universiy,"Hlawitschka, Walter F.",Assoc,JNW,PHD,89,Virginia,1988,,
Fairfield Universiy,"Laopodis, Nikiforos T.",Assoc,,PHD,91,Catholic,2001,,
Fairfield Universiy,"Martin, Anna D.",Asst,GUV,PHD,95,Fla Atl,1996,,
Fairleigh Dickinson Univ,"Rogers, Leo Jr.",Dean$,,MA,63,Temple,9-93,,
Fairleigh Dickinson Univ,"Jonnard, Claude",C-Ac,UVW,PHD,63,NYU,9-65,,
Fairleigh Dickinson Univ,"Greenfield, Robert L.",Prof,R,PHD,79,Rutgers,9-79,,
Fairleigh Dickinson Univ,"Koppl, Roger",Prof,R,PHD,88,Auburn,9-88,,
Fairleigh Dickinson Univ,"Ng, Chee K.",Assoc,UVW,PHD,92,Ariz St,9-99,,
Fairleigh Dickinson Univ,"Dutta, Amitabh",Asst,MN,PHD,97,Tennessee,9-97,,
Fairleigh Dickinson Univ,"Tuluca, Sorin",Asst,DHLV,DBA,98,Clev St,9-97,,
Fairleigh Dickinson Univ,"Zwick, Burton",Lect,RV,PHD,69,Car Mellon,1-99,,
Fairleigh Dickinson Univ,"Oseghale, Braimoh",C-Pr,IBus,PHD,89,Temple,9-94,,
Fairleigh Dickinson Univ,"Angkatavanich, Virote",Emer,FPU,PHD,67,New Sch,1963,,
Fairleigh Dickinson Univ,"Cassimatis, Peter J.",Emer,,PHD,67,New Sch,1964,,
Fairleigh Dickinson Univ,"Djimopoulos, Evangelos S.",Prof,W,PHD,69,Columbia,,,
Fairleigh Dickinson Univ,"Gauhgan, Patrick",Assoc,BG,PHD,86,CUNY,9-86,,
Fairleigh Dickinson Univ,"Kjetsaa, Richard W.",Assoc,F,PHD,85,Fordham,9-87,,
Fairleigh Dickinson Univ,"Kiernan, Joseph J.",Asst,FYX,PHD,80,Fordham,9-70,,
Fayetteville State Univ,"Davis, Charles H.",Dean,Mktg,DBA,81,Tennessee,1993,,
Fayetteville State Univ,"Nijhawan, Inder P.",C-Pr,Econ,PHD,71,N Carol,,,
Fayetteville State Univ,"Amon, Okpala",Assoc,RTV,PHD,84,LSU,8-84,,
Fayetteville State Univ,"Jonsson, Petur O.",Assoc,,PHD,86,Penn St,,,
Fayetteville State Univ,"Roayaei, A. Jean",Assoc,PRTV,PHD,84,Fla St,8-90,,
Fayetteville State Univ,"Amitava, Chatterjee",Asst,FIN,PHD,92,Miss,,,
Ferris State University,"Nicol, David M.",Dean,Mgt,PHD,94,Houston,2001,,
Ferris State University,"Vermeer, John",C-Pr,Mgt,JD,79,Cooley,1985,,
Ferris State University,"Heeter, Douglas",Prof,,EDD,,Miss,,,
Ferris State University,"Nazar, Vivian",Prof,EGUV,PHD,99,Nova SE,1988,,
Ferris State University,"Shin, Kilman",Prof,,PHD,65,Conn,1989,,
Ferris State University,"Fairbanks, John G.",Assoc,,MBA,,Cen Mich,1980,,
Ferris State University,"Labarre, Richard E.",Assoc,,MBA,,Cen Mich,1978,,
Fitchburg State College,"Noonan, James T.",C-Ac,,PHD,2,S Calif,1981,,2000-2001
Fitchburg State College,"McAloon, Joseph",Assoc,CFX,MBA,84,S Dakota,1984,,2000-2001
Fitchburg State College,"Wellens, Charles",Assoc,CFP,MBA,77,Bryant,8-83,,2000-2001
University of Florida,"Kraft, John",Dean,Econ,PHD,71,Pittsburgh,1990,,
University of Florida,"Houston, Joel F.",C-Pr,,PHD,86,Penn,1987,Nations Bank Professor,
University of Florida,"Brigham, Eugene F.",Emer,,PHD,62,Berkeley,1971,Graduate Research Professor Emeritus,
University of Florida,"Crum, Roy L.",Prof,,PHD,74,Tx-Austin,1974,,
University of Florida,"Flannery, Mark J.",Prof,,PHD,78,Yale,1989,Barnett Bank Eminent Scholar,
University of Florida,"Heggestad, Arnold A.",Prof,,PHD,73,Mich St,9-74,"Holloway Professor; Director, Entrepreneurship/Innovation Center",
University of Florida,"James, Christopher M.",Prof,,PHD,78,Michigan,1989,SunBank/William H. Dial Eminent Scholar,
University of Florida,"Ling, David C.",Prof,&,PHD,84,Ohio St,1989,"William D. Hussey Professor; Director, Real Estate Research Center",
University of Florida,"Livingston, Miles",Prof,,PHD,72,NYU,1982,,
University of Florida,"McCollough, W. Andrew",Prof,,PHD,71,Florida,1969,Associate Dean,
University of Florida,"Nimalendran, M.",Prof,,PHD,90,Michigan,1990,Merrill Lynch Emerson Professor,
University of Florida,"Nye, David J.",Prof,#,PHD,73,Penn,1971,Director Florida Insurance Research Center,
University of Florida,"Ritter, Jay R.",Prof,,PHD,81,Chicago,8-96,Joseph B. Cordell Eminent Scholar Chair in Corporate Strategy,
University of Florida,"Ryngaert, Michael D.",Prof,,PHD,88,Chicago,1987,Graham-Buffett Professor,
University of Florida,"Smith, Halbert C.",Emer,&,DBA,62,Illinois,1971,,
University of Florida,"Archer, Wayne R.",Assoc,&,PHD,74,Indiana,1971,,
University of Florida,"Brown, David T.",Assoc,,PHD,83,Wash U,1986,,
University of Florida,"Naranjo, Andy",Assoc,,PHD,93,Claremont,1993,,
University of Florida,"Radcliffe, Robert C.",Assoc,,PHD,71,Ohio St,1971,,
University of Florida,"Karceski, Jason",Asst,,PHD,97,Illinois,1997,,
University of Florida,"Porter, Robert (Burt)",Asst,,PHD,99,Chicago,1997,,
Florida A&M University,"Mobley, Sybil C.",Dean,Atg,PHD,64,Illinois,1963,,1998-1999
Florida A&M University,"Bradford, Amos J.",D-Ac,Mgt,PHD,80,Michigan,,,1998-1999
Florida A&M University,"Frieder, Larry A.",Prof,BGPQ,PHD,79,Ariz St,1-72,Florida A&M Eminent Scholar Chair,1998-1999
Florida A&M University,"Wilson, Richard",Assoc,,PHD,82,Missouri,8-96,,1998-1999
Florida Atlantic Univ,"Mallen, Bruce",Dean,Mktg,PHD,63,NYU,1996,,
Florida Atlantic Univ,"Zarruk, Emilio R.",C-Ac,,PHD,85,LSU,1990,,
Florida Atlantic Univ,"Jessell, Kenneth A.",Prof,,PHD,85,Fla St,1983,Vice President of Finance & Administration,
Florida Atlantic Univ,"Madura, Jeff",Prof,,DBA,83,Fla St,1987,SunTrust Professor of Finance,
Florida Atlantic Univ,"McCarty, Daniel E.",Prof,,PHD,73,Geo St,1981,,
Florida Atlantic Univ,"McDaniel, William R.",Prof,,PHD,75,Geo St,1975,,
Florida Atlantic Univ,"McNulty, James E.",Prof,,PHD,75,N Carol,1989,,
Florida Atlantic Univ,"Allen, Marcus T.",Assoc,,PHD,92,Georgia,1992,,
Florida Atlantic Univ,"Barnhart, Scott W.",Assoc,,PHD,84,Tx A&M,1998,,
Florida Atlantic Univ,"Laird, Thomas",Assoc,,PHD,77,U Miami,1974,,
Florida Atlantic Univ,"Springer, Thomas M.",Assoc,&,PHD,88,Georgia,1992,,
Florida Atlantic Univ,"Wiley, Marilyn",Assoc,,PHD,92,Tx A&M,1992,,
Florida Atlantic Univ,"Aktus, Elvan",Asst,,PHD,1,Florida,2001,,
Florida Atlantic Univ,"Giannetti, Antoine",Asst,,PHD,97,Cornell,2001,,
Florida Atlantic Univ,"Harper, Joel",Asst,,PHD,96,Okla St,1998,,
Florida Atlantic Univ,"Johnson, Ken",Asst,,PHD,1,Alabama,2001,,
Florida Atlantic Univ,"Swisher, Judith",Asst,,PHD,97,Penn St,1997,,
Florida Gulf Coast Univ,"Pegnetter, Richard",Dean,IndR,PHD,71,Cornell,1995,,
Florida Gulf Coast Univ,"Rue, Joseph C.",C-Pr,Atg,PHD,79,Penn St,1997,,
Florida Gulf Coast Univ,"Finch, Howard",Prof,CJ&,PHD,92,Alabama,8-00,,
Florida Gulf Coast Univ,"Borgia, Daniel J.",Assoc,IXY,PHD,91,Kent St,8-97,,
Florida Gulf Coast Univ,"Hobbs, Brad",Assoc,YP&,PHD,91,Fla St,8-97,,
Florida Gulf Coast Univ,"Weeks, H. Shelton",Asst,AP&,PHD,95,Alabama,8-97,,
Florida Institute of Tech,"Hollingsworth, A. Thomas",Dean,,PHD,69,Mich St,,,
Florida Institute of Tech,"Cahill, Gerard A.",Assoc,FGMW,PHD,73,NYU,9-87,,
Florida Institute of Tech,"Chambliss, Karen",Asst,KGHX,PHD,95,Fla Atl,8-95,,
Florida International Univ,"Elam, Joyce J.",Dean,ORes,PHD,77,Tx-Austin,1997,,
Florida International Univ,"Roussakis, Emmanuel N.",C-Pr,,PHD,68,Louvain,1976,,
Florida International Univ,"Bear, Robert M.",Prof,,PHD,70,Iowa,1983,,
Florida International Univ,"Bierwag, Gerald O.",Prof,,PHD,62,Nrthwstrn,1991,Ryder Systems Professor of Business Administration,
Florida International Univ,"Daigler, Robert T.",Prof,,PHD,76,Oklahoma,1982,,
Florida International Univ,"Dandapani, Krishnan",Prof,3,PHD,85,Penn St,1983,,
Florida International Univ,"Parhizgari, Ali M.",Prof,,PHD,76,Maryland,1982,,
Florida International Univ,"Prakash, Arun J.",Prof,,PHD,81,Oregon,1978,,
Florida International Univ,"Zdanowicz, John S.",Prof,,PHD,71,Mich St,1985,"Director, Center for Banking and Financial Institution",
Florida International Univ,"Anderson, Gary A.",Assoc,,PHD,76,Illinois,1987,,
Florida International Univ,"Barber, Joel R.",Assoc,,PHD,89,Arizona,1989,,
Florida International Univ,"Chang, Chun-Hao",Assoc,,PHD,88,Nrthwstrn,1988,,
Florida International Univ,"Hamid, Shahid S.",Assoc,,PHD,88,Maryland,1988,,
Florida International Univ,"Pak, Simon J.",Assoc,,PHD,80,Berkeley,1984,,
Florida International Univ,"Welch, William",Assoc,,PHD,74,Michigan,1972,,
Florida International Univ,"DeBoyrie, Maria E.",Asst,,PHD,95,Fla Intl,1995,,
Florida International Univ,"Keys, James D.",Inst,,MBA,87,Fla Intl,1983,,
Florida Southern College,"Brown, Carl C.",C-Pr,Econ,PHD,79,Okla St,1980,,
Florida Southern College,"Lebrenz, Eugene R.",Prof,1,EDD,,N Illinois,1987,,
Florida Southern College,"Eberle, Paul B.",Assoc,14,PHD,90,Missouri,2000,,
Florida Southern College,"Bythewood, Craig",Asst,,PHD,,Florida,2001,,
Florida Southern College,"Wiley, C. Jeffery",Asst,16,MBA,,Indiana,1976,,
Florida State University,"Stith, Melvin T.",Dean,Mktg,PHD,77,Syracuse,8-85,,
Florida State University,"Nast, Donald A.",C-Ac,FNOI,PHD,75,Penn St,1-74,SunTrust/Tallahassee Professor in Finance,
Florida State University,"Ang, James S.",Prof,FGQV,PHD,72,Purdue,8-80,Bank of America Eminent Scholar in Finance,
Florida State University,"Brown, Stewart L.",Prof,LNPF,PHD,74,Florida,9-74,teaches Fall semesters only,
Florida State University,"Celec, Stephen E.",Prof,CDEJ,PHD,76,N Carol,1-77,Midyette Eminent Scholar of Risk and Insurance,
Florida State University,"Clark, Jeffrey A.",Prof,GPRZ,PHD,80,Illinois,8-83,,
Florida State University,"Coats, Pamela K.",Prof,BFHZ,PHD,78,Nebraska,9-78,,
Florida State University,"Humphrey, David B.",Prof,PW,PHD,69,Berkeley,8-91,Fannie Wilson Smith Eminent Scholar in Banking,
Florida State University,"Nosari, E. Joe",Prof,PR,PHD,72,Kentucky,9-70,Charles A. Bruning Professor in Business Adm; Associate Dean,
Florida State University,"Osteryoung, Jerome S.",Prof,CFI,PHD,71,Geo St,6-74,Jim Moran Professor in Business Administration,
Florida State University,"Peterson, David R.",Prof,JLNO,PHD,81,N Carol,8-81,First Union Professor in Finance,
Florida State University,"Peterson, Pamela P.",Prof,DGZB,PHD,81,N Carol,8-81,,
Florida State University,"Turner, Robert G.",Prof,KPX,PHD,69,Kentucky,9-70,,
Florida State University,"Benesh, Gary A.",Assoc,DMN,PHD,81,Va Tech,1-81,,
Florida State University,"Christiansen, William A.",Assoc,APQR,PHD,83,Utah,8-83,,
Florida State University,"Scott, Elton",Assoc,JLNV,DBA,74,Fla St,6-75,,
Florida State University,"Cheng, Yingmei",Asst,GNO,PHD,1,Penn,8-01,,
Florida State University,"Inci, Ahmet Can",Asst,JKV,PHD,1,Michigan,8-01,,
Florida State University,"Nelson, James M.",Asst,FH,PHD,99,Arizona,1999,,
Florida State University,"Smith, Gary W.",Asst,NZ,MBA,73,Fla St,8-00,,
Florida State University,"Gatzlaff, Dean H.",C-Ac,&,PHD,90,Florida,8-90,Mark C. Bane Professor of Business Administration,
Florida State University,"Boggs, H. Glenn II",Prof,&,JD,75,Fla St,8-81,,
Florida State University,"Carson, James M.",Prof,#,PHD,93,Georgia,1-02,,
Florida State University,"Corbett, Richard B.",Prof,#,PHD,74,Geo St,,,
Florida State University,"Diskin, Barry A.",Prof,&,PHD,82,Geo St,8-80,,
Florida State University,"Maroney, Patrick F.",Prof,#,JD,75,Florida,8-81,Kathryn Magee Kip Professor in Life Insurance,
Florida State University,"Marshall, Robert A.",Prof,#,PHD,68,Penn,8-76,State Farm Insurance Company Professor,
Florida State University,"Sirmans, G. Stacy",Prof,&,PHD,80,Georgia,8-88,Kenneth G. Bacheller Professor in Real Estate,
Florida State University,"Eastman, Kevin L.",Assoc,#,PHD,92,Penn,8-89,Robert L. Atkins Memorial Professor of Risk Management & Insurance,
Florida State University,"Cole, Cassandra",Asst,#,ABD,,Georgia,8-01,,
Florida State University,"Dumm, Randy E.",Asst,#,PHD,97,Georgia,8-97,,
Florida State University,"McCullough, Kathleen A.",Asst,#,PHD,0,Georgia,8-01,,
Fordham University,"Scalberg, Ernest J.",Dean,Mgt,PHD,78,UCLA,1994,,
Fordham University,"Borun, Victor M.",C-Ac,,PHD,84,NYU,1980,,
Fordham University,"Finnerty, John D.",Prof,,PHD,,Naval PG,1987,,
Fordham University,"Kleinman, David T.",Prof,,PHD,53,Ohio St,1960,,
Fordham University,"Leistikow, Dean A.",Prof,LX,PHD,87,Brown,1987,,
Fordham University,"Lothian, James R.",Prof,,PHD,73,Chicago,1990,,
Fordham University,"Marton, Katherin",Prof,,PHD,69,Vienna,1977,,
Fordham University,"Shilton, Leon G.",Prof,,PHD,84,Wisconsin,1987,,
Fordham University,"VonFurstenberg, George",Prof,,PHD,67,Princeton,2000,,
Fordham University,"Blake, Christopher R.",Assoc,&#XB,PHD,92,NYU,1991,,
Fordham University,"Chatterjee, Sris",Assoc,BDGL,PHD,84,Columbia,1989,,
Fordham University,"Goswami, Gautam",Assoc,,PHD,92,Geo St,1995,,
Fordham University,"Hunter, John",Assoc,,PHD,0,NYU,2000,,
Fordham University,"Simaan, Yusif E.",Assoc,,PHD,87,Baruch,1990,,
Fordham University,"Stuhr, David P.",Assoc,,PHD,72,NYU,1977,,
Fordham University,"Urich, Thomas",Assoc,,PHD,98,NYU,1999,,
Fordham University,"Werner, Frank M.",Assoc,,PHD,78,Columbia,1977,,
Fordham University,"George, Robert G.",Asst,,PHD,84,Chicago,1987,,
Fordham University,"Hovakimian, Gojane",Asst,,PHD,0,Boston C,2000,,
Fordham University,"McCarthy, Cornelia",Asst,,PHD,98,Columbia,1998,,
Fordham University,"Raymar, Steven B.",Asst,LKNA,PHD,86,Columbia,1992,,
Fordham University,"Wu, Liuren",Asst,,MPHL,98,NYU,1998,,
Fordham University,"Yan, An",Asst,,PHD,1,Boston C,2001,,
Fordham University,"Zhong, Ray",Asst,,PHD,98,Cornell,1998,,
Fort Hays State University,"Peters, Richard M.",Dean,Atg,PHD,76,Penn St,1994,,
Fort Hays State University,"Parker, Carl D.",C-Pr,Econ,PHD,71,Okla St,1976,,
Fort Hays State University,"Gamble, Ralph C. Jr.",Prof,LPXY,PHD,89,Okla St,1984,,
Fort Hays State University,"Gilson, Preston",Assoc,CDEY,PHD,92,St Louis,1988,,
Fort Hays State University,"Johansen, Thomas C.",Assoc,JMXY,PHD,90,Okla St,1989,,
Fort Hays State University,"Terry, Rory L.",Asst,JLOY,PHD,92,Utah,1997,,
Fort Lewis College,"Cave, John E. Jr.",Dean,Mgt,PHD,75,Minnesota,1990,,
Fort Lewis College,"Memon, Iqbal A.",C-Ac,DF,DBA,84,Miss St,1988,,
Fort Lewis College,"Mull, Frederick H. (Rick)",C-As,DF,PHD,90,Georgia,9-94,,
Fort Lewis College,"Clay, James P.",Prof,,PHD,74,Kansas St,1982,,
Fort Valley State University,"Wang, Lawrence",Dean,,PHD,,,,,
Fort Valley State University,"Smith, Thomas",C-As,,MBA,77,Fairl Dick,1987,,
Fort Valley State University,"Hatchett, Paul",Asst,,JD,93,Widener,9-92,,
Francis Marion University,"O'Brien, M. Barry",Dean,,PHD,86,S Carol,8-88,,
Francis Marion University,"Riley, Neil",Prof,,PHD,86,Miss,1-91,Wachovia Bank of South Carolina Professor of Financial Management,
Francis Marion University,"Bland, Eugene",Assoc,,PHD,98,Miss,8-98,,
Franklin & Marshall Coll,"Kasperson, Conrad J.",C-Pr,Mgt,PHD,76,Rensselaer,1976,,
Franklin & Marshall Coll,"Stevens, Glenn L.",Asst,K,PHD,95,Penn St,1-96,,
Freed Hardeman University,"Wilson, Dwayne",Dean,FIMX,PHD,91,Miss,8-75,,
Freed Hardeman University,"Brooks, Rickey A.",Inst,FRM,MBA,91,Tennessee,8-92,,
Frostburg State University,"Groer, Connie",Dean$,Atg,MBA,82,Frostburg,8-89,,
Frostburg State University,"Shin, Hung-Sik",C-Ac,DTX,PHD,91,Penn St,8-91,,
Frostburg State University,"Ashkeboussi, Rahim",Assoc,CLU,PHD,82,St Louis,8-96,,
Frostburg State University,"Singh, Sudhir",Assoc,AGX,PHD,92,Va Tech,8-92,,
Frostburg State University,"Hillenbrand, Richard",Inst,MS,PHD,93,Penn St,8-01,,
Furman University,"Patterson, Cheryl C.",C-Ac,Mgt,PHD,87,Clemson,9-86,,
Furman University,"Brown, Bruce",Prof,PQR,PHD,84,S Carol,1984,,
Furman University,"Smythe, Thomas I. Jr.",Asst,APSX,PHD,99,S Carol,2001,,
Gannon University,"Doan, William",Dean,FArt,PHD,99,Case Wes,,,
Gannon University,"Prokop, Duane R.",C,Mktg,MBA,78,Youngstwn,1-81,,
Gannon University,"Aburachis, Abelraham E.",Assoc,,PHD,73,Pittsburgh,,,
Gannon University,"Hasan, Shahriar",Asst,,PHD,95,Clemson,8-01,,
Gardner-Webb University,"Honts, Arlen K.",Dean,Mgt,PHD,97,Vanderbilt,1993,,
Gardner-Webb University,"Perry, Stephen C.",Dean$,Mgt,PHD,98,Geo Wash,1999,,
Gardner-Webb University,"Swicegood, Philip G.",Asst,KP&,PHD,98,Fla St,8-98,,
Geneva College,"Nutter, J. Randall",C-Pr,Mgt,DBA,96,Nova SE,1992,,
Geneva College,"Raver, Daniel H.",Assoc,CDJK,MBA,85,Pittsburgh,1980,,
George Mason University,"Klimoski, Richard J.",Dean,Mgt,PHD,70,Purdue,9-95,,
George Mason University,"Crockett, John H. Jr.",Prof,,PHD,75,N Carol,1985,,
George Mason University,"Ferri, Michael G.",Prof,,PHD,75,N Carol,1987,,
George Mason University,"Hanweck, Gerald A.",Assoc,FP,PHD,71,Wash U,1986,,
George Mason University,"Hysom, John L.",Assoc,,PHD,73,American,1977,,
George Mason University,"Johnston, Robert D.",Assoc,,PHD,74,Alabama,1976,,
George Mason University,"Brown-Hruska, Sharon",Asst,,PHD,94,Va Tech,1998,,
George Mason University,"Christophe, Stephen E.",Asst,JMLN,PHD,92,N Carol,1998,,
George Mason University,"Hallows, Karen",Visit,,PHD,88,Nebraska,1997,,
George Washington Univ,"Phillips, Susan M.",Dean,,PHD,73,LSU,7-98,,
George Washington Univ,"Barnhill, Theodore M.",C-Pr,,PHD,74,Michigan,,,
George Washington Univ,"Glascock, John L.",Prof,&PS,PHD,83,North Tx,1998,,
George Washington Univ,"Handorf, William C.",Prof,,PHD,73,Mich St,,,
George Washington Univ,"Klock, Mark S.",Prof,,PHD,83,Boston C,1987,,
George Washington Univ,"Bajeux, Isabelle",Assoc,JKLM,PHD,89,Paris,9-94,,
George Washington Univ,"Cohen, Neil G.",Assoc,,DBA,75,Virginia,,,
George Washington Univ,"Eppli, Mark J.",Assoc,&CP,PHD,91,Wisconsin,9-91,,
George Washington Univ,"Jabbour, George M.",Assoc,,PHD,87,Geo Wash,,,
George Washington Univ,"Locke, Peter",Assoc,,PHD,89,Tx A&M,1999,,
George Washington Univ,"Peyser, Paul",Assoc,,PHD,79,Wisconsin,,,
George Washington Univ,"Sachlis, J. Minor",Assoc,,DBA,75,Maryland,,,
George Washington Univ,"Wilson, Arthur J.",Assoc,LP,PHD,90,Chicago,9-95,,
George Washington Univ,"Neubauser, Karyn",Asst,,PHD,1,LSU,2000,,
George Washington Univ,"Savickas, Robert",Asst,,PHD,1,Georgia,2000,,
Georgetown University,"Puto, Christopher P.",Dean,Mktg,PHD,84,Duke,1998,,
Georgetown University,"Aggarwal, Reena",Prof,BEVM,PHD,85,Maryland,1986,,
Georgetown University,"Droms, William G.",Prof,MNOS,DBA,75,Geo Wash,1973,,
Georgetown University,"Sweeney, Richard J.",Prof,VRNJ,PHD,72,Princeton,1989,Sullivan/Dean Chair in International Business,
